年齢,性別,婚姻ステータス,部署,職種,給料,職位,勤続年数,勤務企業数,ストックオプション,昇給率,人事評価,残業,出張頻度,家からの距離,教育レベル,教育分野,昨年の研修受講回数,仕事への関与度,仕事満足度,職場環境満足度,人関関係満足度,ワークライフバランス,離職,入社日,退社日
38,女性,独身,営業,営業幹部,8686,2,12,4,0,22,4,FALSE,たまに,1,4,ライフサイエンス,2,2,4,1,3,4,FALSE,2009-09-13,
32,男性,独身,研究開発,リサーチサイエンティスト,3038,1,8,3,0,20,4,FALSE,たまに,6,5,ライフサイエンス,2,3,3,3,1,3,FALSE,2012-01-27,
27,男性,既婚,研究開発,リサーチサイエンティスト,3058,1,6,0,1,16,3,TRUE,たまに,17,3,技術系,3,3,2,3,4,2,FALSE,2012-10-19,
19,女性,独身,営業,営業担当,2325,1,1,0,0,21,4,FALSE,頻繁,1,1,技術系,5,1,1,3,1,4,TRUE,2014-07-24,2015-05-09
36,男性,独身,研究開発,ラボ技術者,2088,1,13,4,0,12,3,FALSE,頻繁,3,2,医療,3,3,2,4,3,2,FALSE,2009-10-11,
30,男性,離婚,研究開発,ラボ技術者,3072,2,12,1,2,11,3,FALSE,なし,9,3,医療,4,3,1,3,3,3,FALSE,2005-12-21,
45,女性,離婚,営業,営業幹部,5006,2,9,4,1,11,3,TRUE,たまに,4,2,ライフサイエンス,3,3,1,3,1,4,FALSE,2012-02-21,
56,女性,離婚,研究開発,リサーチサイエンティスト,4257,1,19,4,1,18,3,TRUE,たまに,8,3,ライフサイエンス,3,3,1,3,3,3,FALSE,2015-04-27,
33,男性,独身,研究開発,リサーチサイエンティスト,2500,1,4,0,0,14,3,FALSE,たまに,2,3,ライフサイエンス,2,3,4,3,1,4,FALSE,2014-01-23,
19,男性,独身,研究開発,ラボ技術者,1102,1,1,1,0,22,4,FALSE,たまに,2,3,ライフサイエンス,3,2,4,2,3,2,TRUE,2016-03-23,2017-11-25
46,女性,離婚,営業,営業幹部,10453,3,24,1,3,25,4,FALSE,たまに,1,2,マーケティング,2,3,1,2,3,3,FALSE,1993-02-28,
38,女性,独身,研究開発,ラボ技術者,2288,1,2,1,0,12,3,FALSE,たまに,9,2,ライフサイエンス,3,3,4,3,3,3,FALSE,2015-08-23,
31,女性,既婚,研究開発,リサーチサイエンティスト,3929,1,7,8,1,23,4,TRUE,たまに,12,1,医療,0,3,4,3,3,3,FALSE,2013-08-11,
34,女性,独身,研究開発,リサーチサイエンティスト,2311,1,9,2,0,15,3,FALSE,たまに,27,2,医療,3,3,2,4,4,3,FALSE,2014-06-08,
41,女性,独身,営業,営業担当,3140,1,4,1,0,22,4,TRUE,たまに,20,2,マーケティング,5,3,2,2,4,2,TRUE,2007-05-09,2011-06-12
50,男性,既婚,研究開発,ラボ技術者,3690,1,5,2,1,15,3,FALSE,たまに,1,3,医療,2,2,3,3,4,2,FALSE,2014-10-23,
53,女性,離婚,研究開発,製造ディレクター,4450,2,5,1,2,11,3,FALSE,たまに,13,2,医療,3,4,1,4,3,3,FALSE,2013-06-01,
33,女性,既婚,研究開発,リサーチサイエンティスト,2756,1,8,1,1,13,3,FALSE,たまに,14,3,医療,5,3,2,4,4,3,FALSE,2009-04-02,
40,女性,既婚,研究開発,マネージャー,19033,5,21,1,1,14,3,FALSE,たまに,4,1,医療,2,3,3,4,2,3,FALSE,1997-02-19,
55,男性,独身,研究開発,リサーチディレクター,18722,5,36,8,0,11,3,FALSE,たまに,14,4,医療,3,4,2,3,4,3,FALSE,1993-08-19,
34,男性,既婚,研究開発,製造ディレクター,9547,2,10,1,0,17,3,FALSE,頻繁,2,1,ライフサイエンス,2,2,3,4,3,2,FALSE,2007-03-16,
51,女性,独身,研究開発,ヘルスケア担当,13734,4,21,3,0,18,3,FALSE,たまに,3,3,医療,6,3,2,4,3,3,FALSE,2010-12-11,
52,男性,既婚,研究開発,マネージャー,19999,5,34,0,1,14,3,FALSE,たまに,1,4,ライフサイエンス,5,2,3,3,1,3,FALSE,1984-05-19,
27,女性,独身,研究開発,リサーチサイエンティスト,2279,1,7,1,0,16,3,FALSE,たまに,9,3,医療,2,3,2,4,4,2,FALSE,2010-08-24,
35,男性,既婚,研究開発,製造ディレクター,5916,2,8,3,0,13,3,TRUE,たまに,23,2,ライフサイエンス,1,2,3,2,1,3,TRUE,2012-10-03,2014-05-05
43,男性,離婚,研究開発,リサーチサイエンティスト,2089,1,7,4,3,14,3,FALSE,なし,7,3,医療,3,4,4,4,4,4,FALSE,2012-02-02,
45,男性,既婚,研究開発,マネージャー,16792,4,22,9,1,23,4,FALSE,なし,2,2,医療,1,2,4,1,4,3,FALSE,1997-10-21,
37,男性,既婚,研究開発,リサーチサイエンティスト,3564,1,8,1,1,12,3,TRUE,たまに,21,3,ライフサイエンス,3,4,1,2,1,2,FALSE,2009-08-20,
35,女性,独身,研究開発,ラボ技術者,4425,2,10,5,0,11,3,FALSE,頻繁,2,3,医療,5,3,2,2,4,3,FALSE,2011-05-02,
42,女性,離婚,研究開発,製造ディレクター,5265,2,11,2,1,16,3,FALSE,なし,21,2,医療,5,3,3,3,2,3,FALSE,2012-03-27,
38,男性,既婚,研究開発,製造ディレクター,6553,2,14,9,0,14,3,FALSE,たまに,2,4,ライフサイエンス,3,3,3,4,2,3,FALSE,2016-06-24,
38,男性,既婚,研究開発,製造ディレクター,6261,2,9,3,1,18,3,FALSE,たまに,29,3,技術系,3,3,4,4,1,1,FALSE,2010-03-05,
27,男性,既婚,研究開発,製造ディレクター,4298,2,6,5,1,19,3,FALSE,頻繁,1,1,技術系,1,2,1,3,3,3,FALSE,2015-06-23,
49,男性,離婚,研究開発,製造ディレクター,6804,2,7,1,2,15,3,TRUE,なし,18,4,ライフサイエンス,0,3,4,4,1,3,FALSE,2010-07-02,
34,男性,離婚,研究開発,リサーチサイエンティスト,3815,1,5,1,1,17,3,TRUE,頻繁,10,4,医療,4,3,3,4,4,4,FALSE,2012-08-01,
40,男性,既婚,研究開発,ラボ技術者,2741,2,15,8,1,15,3,TRUE,たまに,19,2,医療,2,3,4,3,3,4,FALSE,2010-08-22,
38,男性,既婚,研究開発,ヘルスケア担当,6673,2,17,7,0,19,3,TRUE,たまに,29,1,医療,2,3,1,2,2,3,TRUE,2015-11-16,2016-12-30
29,女性,既婚,営業,営業幹部,7639,3,10,1,3,22,4,FALSE,たまに,27,3,マーケティング,3,3,4,2,4,2,TRUE,1998-02-18,2008-06-06
22,男性,離婚,研究開発,リサーチサイエンティスト,2328,1,4,1,1,16,3,TRUE,たまに,5,3,ライフサイエンス,2,4,2,4,1,2,FALSE,2013-09-22,
36,女性,独身,研究開発,ラボ技術者,2153,1,8,1,0,13,3,FALSE,頻繁,18,1,医療,2,3,4,2,1,3,FALSE,2009-03-18,
40,男性,既婚,研究開発,ヘルスケア担当,4876,2,5,9,1,14,3,FALSE,なし,9,5,ライフサイエンス,5,2,4,4,4,1,FALSE,2014-03-24,
46,男性,離婚,研究開発,ヘルスケア担当,9396,3,17,7,1,16,3,FALSE,たまに,1,4,医療,3,3,1,4,3,3,FALSE,2013-11-10,
32,男性,既婚,営業,営業幹部,10400,3,14,1,0,11,3,FALSE,たまに,4,4,医療,2,1,4,4,3,2,TRUE,2000-07-16,2015-01-20
30,男性,独身,研究開発,製造ディレクター,8474,3,12,1,0,22,4,FALSE,なし,1,1,ライフサイエンス,2,2,3,3,3,3,FALSE,2006-05-29,
27,女性,独身,営業,営業幹部,9981,2,7,1,0,14,3,FALSE,頻繁,20,3,ライフサイエンス,2,3,3,4,4,3,FALSE,2010-07-01,
51,男性,既婚,研究開発,リサーチディレクター,12490,3,16,5,2,16,3,FALSE,たまに,8,4,ライフサイエンス,5,2,2,2,4,1,FALSE,2007-08-14,
30,女性,独身,研究開発,リサーチサイエンティスト,2657,1,8,5,0,11,3,TRUE,たまに,3,3,技術系,5,3,1,4,3,3,TRUE,2008-03-13,2013-08-15
41,女性,独身,営業,マネージャー,13591,3,16,3,0,18,3,TRUE,たまに,6,3,ライフサイエンス,3,3,4,4,3,3,FALSE,2016-12-28,
30,女性,独身,営業,営業幹部,6696,2,9,5,0,15,3,FALSE,頻繁,26,4,マーケティング,5,2,1,3,3,2,TRUE,2007-04-16,2014-03-17
29,男性,独身,研究開発,リサーチサイエンティスト,2058,1,7,0,0,14,3,FALSE,たまに,1,3,技術系,1,3,3,3,4,2,TRUE,2004-02-16,2010-03-16
45,女性,独身,営業,営業幹部,8865,3,23,6,0,12,3,FALSE,なし,6,3,医療,2,2,4,4,4,3,FALSE,1998-06-30,
54,女性,既婚,営業,営業幹部,5940,2,16,2,1,14,3,FALSE,たまに,3,3,マーケティング,4,3,1,4,4,3,FALSE,2011-03-08,
36,男性,独身,研究開発,ラボ技術者,5914,2,16,8,0,16,3,FALSE,たまに,5,2,ライフサイエンス,3,3,2,4,4,4,FALSE,2004-05-28,
33,女性,既婚,研究開発,リサーチサイエンティスト,2622,1,7,6,0,21,4,FALSE,たまに,4,4,医療,3,2,2,3,4,3,FALSE,2014-07-31,
37,男性,離婚,研究開発,リサーチディレクター,12185,3,10,1,3,14,3,TRUE,頻繁,11,3,その他,1,3,4,2,3,3,FALSE,2007-06-12,
38,男性,離婚,営業,営業幹部,10609,3,17,0,2,12,3,FALSE,たまに,3,3,ライフサイエンス,6,3,3,1,3,2,FALSE,2001-03-19,
31,男性,既婚,研究開発,製造ディレクター,4345,2,6,0,1,12,3,FALSE,なし,1,4,医療,2,1,3,3,4,3,FALSE,2012-11-01,
59,男性,既婚,研究開発,リサーチサイエンティスト,2177,1,7,3,1,17,3,FALSE,たまに,3,3,ライフサイエンス,6,2,4,3,1,3,FALSE,2016-01-13,
37,男性,離婚,営業,営業担当,2793,1,13,4,1,17,3,FALSE,頻繁,4,4,マーケティング,2,3,4,1,3,3,FALSE,2008-07-12,
29,女性,既婚,営業,営業幹部,7918,3,11,1,1,14,3,FALSE,頻繁,1,1,医療,5,3,4,2,4,3,FALSE,2006-01-27,
35,女性,独身,営業,営業幹部,8789,3,10,1,0,14,3,FALSE,頻繁,1,3,マーケティング,3,3,3,3,1,4,FALSE,2007-02-07,
29,男性,独身,研究開発,リサーチサイエンティスト,2389,1,4,1,0,13,3,TRUE,たまに,18,1,医療,3,2,4,3,3,2,TRUE,2004-04-15,2009-01-14
52,女性,独身,研究開発,ラボ技術者,3212,1,6,7,0,15,3,FALSE,たまに,2,3,ライフサイエンス,3,2,4,3,2,2,FALSE,2015-04-30,
42,男性,既婚,研究開発,マネージャー,19232,5,22,1,0,11,3,FALSE,たまに,4,2,技術系,3,3,4,3,4,3,FALSE,1995-05-10,
59,男性,既婚,人事,人事,2267,1,7,8,0,17,3,FALSE,たまに,6,2,医療,2,3,3,2,4,2,FALSE,2015-12-06,
50,女性,離婚,営業,マネージャー,19517,5,32,3,1,11,3,FALSE,たまに,1,4,医療,3,3,4,4,3,2,FALSE,2010-07-31,
33,男性,既婚,研究開発,ラボ技術者,2436,1,8,5,1,13,3,TRUE,たまに,14,3,医療,2,3,4,3,3,1,TRUE,2006-11-05,2012-05-17
43,女性,既婚,営業,マネージャー,16064,4,22,5,1,22,4,TRUE,たまに,16,3,マーケティング,3,3,4,4,3,3,FALSE,2000-01-23,
33,女性,既婚,研究開発,ラボ技術者,2707,1,13,7,0,20,4,FALSE,たまに,2,2,ライフサイエンス,3,3,1,1,1,4,TRUE,2001-12-16,2011-09-02
52,男性,独身,営業,マネージャー,19068,5,33,1,0,18,3,TRUE,なし,2,4,ライフサイエンス,2,2,3,1,4,4,FALSE,1984-04-12,
32,女性,既婚,営業,営業担当,3931,1,6,2,1,11,3,FALSE,たまに,4,2,ライフサイエンス,5,3,2,3,1,3,FALSE,2013-07-14,
32,男性,独身,研究開発,ラボ技術者,3730,1,4,0,0,14,3,TRUE,たまに,1,3,ライフサイエンス,2,2,3,4,4,1,TRUE,2007-04-09,2010-05-22
39,女性,離婚,研究開発,ラボ技術者,2232,1,7,7,3,14,3,FALSE,たまに,1,4,医療,1,3,3,3,3,3,FALSE,2014-03-22,
32,男性,既婚,営業,営業幹部,4465,2,4,0,0,18,3,FALSE,なし,26,4,マーケティング,2,3,4,3,1,3,FALSE,2014-07-26,
41,男性,離婚,研究開発,リサーチサイエンティスト,3072,2,17,2,2,16,3,FALSE,たまに,19,2,ライフサイエンス,2,3,1,3,1,2,FALSE,2016-07-28,
40,男性,離婚,研究開発,リサーチサイエンティスト,3319,2,9,1,2,17,3,FALSE,たまに,24,2,技術系,3,3,4,1,1,3,FALSE,2008-12-22,
45,男性,既婚,研究開発,マネージャー,19202,5,25,0,1,11,3,FALSE,たまに,1,3,その他,2,4,4,3,3,3,FALSE,1993-11-09,
31,男性,離婚,研究開発,リサーチディレクター,13675,3,9,9,1,12,3,FALSE,頻繁,3,4,医療,3,3,3,2,1,3,FALSE,2015-08-01,
33,女性,既婚,研究開発,リサーチサイエンティスト,2911,1,2,1,1,13,3,FALSE,たまに,5,4,ライフサイエンス,2,2,4,3,3,2,FALSE,2015-03-28,
34,男性,既婚,研究開発,製造ディレクター,5957,2,13,6,1,13,3,FALSE,たまに,2,4,ライフサイエンス,3,2,1,4,2,3,FALSE,2006-12-31,
37,女性,既婚,研究開発,リサーチサイエンティスト,3920,1,17,2,1,14,3,FALSE,たまに,1,2,医療,2,2,1,3,1,2,FALSE,2014-05-26,
45,男性,既婚,研究開発,製造ディレクター,6434,2,9,4,1,17,3,FALSE,頻繁,7,4,ライフサイエンス,1,4,3,1,4,3,FALSE,2014-02-05,
37,男性,離婚,研究開発,製造ディレクター,10048,3,17,6,2,11,3,FALSE,頻繁,10,3,医療,5,3,3,1,2,3,TRUE,2007-05-16,2009-01-28
39,女性,独身,研究開発,ヘルスケア担当,10938,3,20,0,0,25,4,FALSE,頻繁,2,4,技術系,1,3,3,3,4,3,FALSE,1998-09-28,
29,男性,独身,研究開発,リサーチサイエンティスト,2340,1,6,1,0,19,3,FALSE,たまに,15,3,ライフサイエンス,1,3,4,3,1,3,FALSE,2011-02-25,
42,女性,独身,研究開発,リサーチサイエンティスト,6545,2,10,3,0,13,3,TRUE,たまに,17,2,ライフサイエンス,1,4,1,4,3,3,FALSE,2014-09-02,
29,男性,離婚,営業,営業幹部,6931,2,10,2,1,14,3,FALSE,たまに,20,2,マーケティング,2,3,4,4,4,3,FALSE,2014-06-05,
25,女性,既婚,研究開発,製造ディレクター,4898,2,5,0,2,12,3,FALSE,たまに,1,3,ライフサイエンス,3,3,3,1,4,3,FALSE,2013-07-27,
42,女性,離婚,研究開発,ラボ技術者,2593,1,10,0,1,11,3,TRUE,たまに,2,3,医療,4,2,1,4,3,3,FALSE,2008-12-13,
40,男性,離婚,研究開発,リサーチディレクター,19436,5,22,0,1,19,3,FALSE,たまに,2,2,医療,5,3,3,1,4,3,FALSE,1996-04-10,
51,男性,既婚,研究開発,リサーチサイエンティスト,2723,1,1,1,0,11,3,FALSE,たまに,1,3,ライフサイエンス,0,3,4,3,2,2,FALSE,2016-06-15,
31,男性,独身,研究開発,ラボ技術者,3479,1,6,0,0,11,3,FALSE,頻繁,29,2,医療,2,2,2,3,2,4,TRUE,2010-12-20,2016-09-19
32,男性,既婚,研究開発,ラボ技術者,2794,1,5,1,0,20,4,FALSE,頻繁,7,3,ライフサイエンス,3,4,2,2,3,1,FALSE,2012-12-14,
38,男性,既婚,営業,営業幹部,5249,2,13,3,1,18,3,FALSE,なし,2,2,ライフサイエンス,0,2,4,4,4,3,FALSE,2009-04-15,
32,男性,独身,研究開発,ラボ技術者,2176,2,9,4,0,13,3,FALSE,たまに,2,1,技術系,5,2,1,4,4,3,FALSE,2011-09-15,
46,女性,既婚,営業,マネージャー,16872,4,28,3,1,12,3,TRUE,たまに,2,3,技術系,2,1,2,3,2,2,FALSE,2010-09-20,
28,男性,独身,研究開発,ラボ技術者,3485,1,5,2,0,11,3,FALSE,たまに,2,4,ライフサイエンス,5,3,3,1,3,1,TRUE,2013-07-08,2014-05-07
29,男性,既婚,営業,営業幹部,6644,2,10,2,2,19,3,FALSE,たまに,2,3,医療,2,2,2,1,2,3,FALSE,2017-12-01,
31,男性,既婚,研究開発,ヘルスケア担当,5582,2,10,0,1,21,4,FALSE,たまに,23,3,医療,2,2,4,2,2,3,FALSE,2008-12-17,
25,男性,離婚,研究開発,ヘルスケア担当,4000,2,6,1,2,12,3,FALSE,なし,5,2,ライフサイエンス,2,4,1,2,4,3,FALSE,2011-08-28,
45,男性,既婚,研究開発,ヘルスケア担当,13496,4,21,0,0,14,3,TRUE,たまに,20,2,医療,2,3,4,3,2,3,FALSE,1997-06-17,
36,男性,既婚,研究開発,ラボ技術者,3210,1,16,0,1,11,3,FALSE,たまに,6,3,ライフサイエンス,4,3,4,4,3,3,FALSE,2002-05-24,
55,男性,独身,研究開発,マネージャー,19045,5,37,0,0,14,3,TRUE,たまに,1,3,医療,2,3,1,4,3,3,FALSE,1981-09-24,
47,男性,既婚,研究開発,マネージャー,11849,3,10,1,1,12,3,TRUE,なし,29,4,ライフサイエンス,2,3,2,1,4,2,TRUE,2006-05-30,2016-08-12
28,男性,既婚,研究開発,リサーチサイエンティスト,2070,1,5,1,1,23,4,FALSE,たまに,9,3,医療,3,3,4,4,4,2,FALSE,2012-08-15,
37,男性,既婚,営業,営業幹部,6502,2,7,4,1,14,3,FALSE,たまに,6,4,医療,5,3,4,3,2,4,FALSE,2012-07-13,
21,男性,独身,研究開発,リサーチサイエンティスト,3230,1,3,1,0,17,3,FALSE,たまに,3,2,医療,4,2,3,4,1,4,FALSE,2014-03-03,
37,女性,離婚,研究開発,リサーチディレクター,13603,3,15,2,2,18,3,TRUE,なし,1,4,医療,2,3,4,1,1,3,FALSE,2012-11-18,
35,女性,離婚,研究開発,マネージャー,11996,3,10,7,1,18,3,FALSE,たまに,22,3,ライフサイエンス,6,4,2,2,2,2,FALSE,2010-04-30,
38,女性,離婚,営業,営業幹部,5605,2,8,1,1,24,4,TRUE,たまに,7,2,医療,3,4,1,1,3,3,FALSE,2009-07-04,
26,女性,離婚,研究開発,製造ディレクター,6397,2,6,1,1,20,4,FALSE,頻繁,1,3,ライフサイエンス,6,3,2,3,1,1,FALSE,2011-02-06,
50,男性,離婚,研究開発,リサーチディレクター,19144,5,28,3,2,14,3,FALSE,たまに,4,1,ライフサイエンス,4,3,2,1,1,2,FALSE,2007-06-15,
53,男性,既婚,研究開発,リサーチディレクター,17584,4,21,3,3,16,3,TRUE,たまに,3,4,医療,5,3,3,3,4,2,FALSE,2012-11-15,
42,男性,既婚,営業,営業幹部,4907,2,20,1,0,25,4,FALSE,たまに,1,1,ライフサイエンス,3,3,3,2,3,3,FALSE,1997-07-24,
29,男性,独身,営業,営業幹部,4554,2,10,1,0,18,3,FALSE,頻繁,2,2,ライフサイエンス,3,3,4,2,1,2,FALSE,2007-10-24,
55,男性,既婚,研究開発,ラボ技術者,5415,2,12,3,1,19,3,TRUE,たまに,20,2,技術系,4,3,4,2,4,3,FALSE,2007-07-27,
26,男性,既婚,研究開発,ヘルスケア担当,4741,2,5,1,1,13,3,TRUE,頻繁,11,2,医療,3,3,1,1,3,3,FALSE,2012-10-11,
37,女性,独身,研究開発,リサーチサイエンティスト,2115,1,17,1,0,12,3,FALSE,たまに,1,3,ライフサイエンス,3,3,4,4,2,3,FALSE,2000-01-16,
44,男性,離婚,研究開発,ラボ技術者,3161,1,19,3,1,22,4,TRUE,頻繁,24,3,ライフサイエンス,0,3,3,4,4,1,TRUE,2009-06-04,2010-11-15
38,男性,離婚,研究開発,ヘルスケア担当,5745,2,10,9,1,14,3,FALSE,たまに,23,4,ライフサイエンス,2,3,4,4,2,3,FALSE,2015-03-24,
26,男性,離婚,研究開発,ラボ技術者,2373,1,5,2,1,13,3,TRUE,たまに,16,4,医療,2,3,2,1,4,3,TRUE,2013-02-22,2016-04-20
28,女性,独身,研究開発,リサーチサイエンティスト,3310,1,5,1,0,21,4,FALSE,たまに,8,2,ライフサイエンス,3,3,4,4,4,3,FALSE,2012-02-20,
49,女性,独身,研究開発,リサーチディレクター,18665,5,22,9,0,11,3,TRUE,頻繁,10,4,ライフサイエンス,4,3,1,3,4,3,FALSE,2014-10-18,
36,男性,独身,研究開発,リサーチサイエンティスト,4485,2,10,4,0,12,3,FALSE,たまに,3,3,技術系,2,3,2,3,4,3,FALSE,2009-10-29,
31,女性,離婚,営業,営業担当,2789,1,2,1,1,11,3,FALSE,頻繁,5,3,マーケティング,5,3,2,4,3,2,FALSE,2015-11-03,
26,男性,独身,営業,営業幹部,5828,2,8,1,0,12,3,TRUE,たまに,4,4,マーケティング,0,2,4,4,2,3,TRUE,2004-11-09,2013-06-03
37,男性,既婚,研究開発,リサーチサイエンティスト,2326,1,4,1,3,12,3,TRUE,頻繁,9,3,医療,3,3,4,2,3,2,FALSE,2013-04-11,
42,女性,既婚,営業,営業幹部,13525,4,23,5,1,14,3,FALSE,頻繁,26,3,マーケティング,2,3,2,3,4,4,FALSE,1997-02-16,
18,男性,独身,研究開発,ラボ技術者,1420,1,0,1,0,13,3,FALSE,たまに,3,3,ライフサイエンス,2,3,3,3,3,3,TRUE,2008-11-13,2009-07-29
35,男性,既婚,営業,営業幹部,8020,3,12,0,2,15,3,FALSE,たまに,16,3,マーケティング,3,3,2,3,3,2,FALSE,2006-07-11,
36,男性,既婚,研究開発,ラボ技術者,3688,1,4,4,2,18,3,FALSE,頻繁,18,4,ライフサイエンス,2,4,4,3,4,3,FALSE,2016-03-08,
51,男性,離婚,研究開発,製造ディレクター,5482,2,13,5,1,18,3,FALSE,たまに,2,3,医療,3,1,2,4,4,3,FALSE,2013-12-26,
41,男性,独身,営業,マネージャー,16015,4,22,1,0,19,3,FALSE,たまに,2,4,ライフサイエンス,2,3,2,4,2,3,FALSE,1995-01-03,
18,女性,独身,営業,営業担当,1200,1,0,1,0,12,3,FALSE,たまに,10,3,医療,2,2,3,4,1,3,FALSE,2017-05-15,
28,男性,独身,研究開発,ヘルスケア担当,5661,2,9,0,0,19,3,FALSE,たまに,16,2,医療,2,4,1,2,3,3,FALSE,2009-07-29,
31,男性,既婚,営業,営業幹部,6929,2,10,4,1,11,3,FALSE,たまに,7,3,技術系,3,4,4,2,2,2,FALSE,2009-12-22,
39,男性,離婚,研究開発,ヘルスケア担当,9613,3,19,0,3,17,3,FALSE,たまに,1,3,医療,5,4,4,3,1,2,FALSE,1999-04-02,
36,女性,既婚,研究開発,ラボ技術者,5674,2,11,7,1,15,3,FALSE,なし,24,4,ライフサイエンス,3,3,2,2,3,3,FALSE,2008-10-17,
32,男性,既婚,営業,営業幹部,5484,2,13,1,1,14,3,FALSE,たまに,7,3,ライフサイエンス,3,2,3,4,3,2,FALSE,2004-01-02,
38,女性,既婚,研究開発,リサーチディレクター,12061,3,19,3,1,17,3,FALSE,たまに,25,2,ライフサイエンス,2,2,2,1,3,3,FALSE,2007-02-05,
58,男性,離婚,研究開発,ヘルスケア担当,5660,2,12,2,1,13,3,TRUE,なし,1,4,ライフサイエンス,2,1,3,4,4,3,FALSE,2012-04-16,
31,男性,既婚,研究開発,リサーチサイエンティスト,4821,1,6,0,1,12,3,TRUE,たまに,5,4,技術系,4,3,4,3,3,3,FALSE,2012-04-09,
31,男性,既婚,人事,人事,6410,2,9,3,0,12,3,FALSE,たまに,2,3,人事,1,2,1,1,4,3,FALSE,2015-07-13,
45,男性,離婚,研究開発,ラボ技術者,5210,3,24,1,1,18,3,FALSE,頻繁,7,3,ライフサイエンス,2,3,1,1,1,3,FALSE,1993-02-20,
31,男性,離婚,研究開発,リサーチサイエンティスト,2695,1,3,0,1,18,3,TRUE,たまに,2,4,ライフサイエンス,2,3,4,3,2,1,FALSE,2015-11-03,
33,女性,既婚,研究開発,マネージャー,11878,3,12,6,2,11,3,FALSE,頻繁,5,4,ライフサイエンス,2,3,2,4,2,3,FALSE,2007-05-20,
39,男性,既婚,研究開発,マネージャー,17068,4,21,1,0,14,3,TRUE,たまに,10,1,医療,3,3,1,3,4,3,FALSE,1996-09-16,
43,女性,独身,研究開発,ラボ技術者,2455,1,9,0,0,19,3,FALSE,頻繁,10,4,ライフサイエンス,5,3,4,3,1,3,FALSE,2009-07-19,
49,女性,独身,研究開発,ヘルスケア担当,13964,4,25,7,0,12,3,TRUE,たまに,1,2,技術系,2,2,3,3,4,3,FALSE,2010-12-16,
52,男性,既婚,研究開発,リサーチサイエンティスト,4941,2,11,2,0,15,3,FALSE,たまに,8,4,医療,3,2,2,3,1,2,TRUE,2000-06-11,2008-08-14
27,女性,独身,研究開発,リサーチサイエンティスト,2478,1,4,1,0,12,3,TRUE,たまに,5,3,ライフサイエンス,2,3,2,3,2,2,FALSE,2013-12-11,
32,女性,既婚,営業,営業幹部,5228,2,13,1,0,11,3,TRUE,たまに,8,2,技術系,2,2,2,3,4,3,FALSE,2004-01-22,
27,男性,独身,営業,営業幹部,4478,2,5,1,0,11,3,TRUE,たまに,2,3,ライフサイエンス,3,3,3,4,1,3,FALSE,2012-08-29,
31,男性,離婚,営業,営業幹部,7547,2,13,4,3,12,3,FALSE,たまに,7,3,マーケティング,3,3,4,4,4,3,FALSE,2010-06-27,
32,女性,独身,研究開発,リサーチサイエンティスト,5055,2,10,7,0,16,3,FALSE,たまに,2,4,医療,0,4,4,1,3,2,FALSE,2010-05-18,
28,男性,既婚,研究開発,リサーチサイエンティスト,3464,1,5,5,0,13,3,TRUE,たまに,2,4,医療,4,1,4,1,4,2,TRUE,2013-12-15,2017-03-11
30,女性,既婚,研究開発,リサーチサイエンティスト,5775,2,11,1,2,13,3,FALSE,たまに,28,2,医療,2,3,4,4,4,3,FALSE,2007-06-27,
31,女性,既婚,研究開発,製造ディレクター,8943,3,10,1,1,24,4,FALSE,頻繁,7,2,ライフサイエンス,2,2,3,3,1,3,FALSE,2007-03-13,
39,男性,既婚,研究開発,マネージャー,19272,5,21,1,1,15,3,FALSE,頻繁,7,2,医療,2,2,4,3,1,3,FALSE,1996-08-27,
39,女性,既婚,営業,営業幹部,5238,2,12,4,0,18,3,TRUE,たまに,3,2,医療,3,3,3,4,1,2,TRUE,2007-05-23,2009-03-31
